"0",""
"0","full_pred_table <- reg_pred_table %>%"
"0","  inner_join(boost_pred_table, by = ""Player"", suffix = c("""", ""_boost"")) %>%"
"0","  select(Player, MLS_C, Salary_C, Salary_Y, Salary_Pred, Salary_Pred_boost) %>%"
"0","  inner_join(rf_pred_table, by = ""Player"", suffix = c("""", ""_rf"")) %>%"
"0","  select(Player, MLS_C, Salary_C, Salary_Y, Salary_Pred, Salary_Pred_boost, Salary_Pred_rf) %>%"
"0","  rename(Salary_Pred_reg = Salary_Pred,"
"0","         MLS = MLS_C) %>%"
"0","  mutate(C_diff = Salary_C - Salary_Y,"
"0","         Reg_diff = Salary_Pred_reg - Salary_Y,"
"0","         Boost_diff = Salary_Pred_boost - Salary_Y,"
"0","         Rf_diff = Salary_Pred_rf - Salary_Y,"
"0","         C_pe = (Salary_Y - Salary_C) / Salary_Y,"
"0","         Reg_pe = (Salary_Y - Salary_Pred_reg) / Salary_Y,"
"0","         Boost_pe = (Salary_Y -Salary_Pred_boost) / Salary_Y,"
"0","         Rf_pe = (Salary_Y -Salary_Pred_rf) / Salary_Y)"
"0",""
"0","c_plot <- ggplot(full_pred_table, aes(C_diff / 10^6)) + "
"0","  geom_histogram(bins = 50, colour = 1, fill = ""red"", alpha = 0.6) +"
"0","  scale_x_continuous(""Current Salary"", limits = c(-15, 15), breaks = c(-15, -10, -5, 0, 5, 10, 15)) +"
"0","  scale_y_continuous(limits = c(0, 200)) +"
"0","  theme(axis.title.y = element_blank())"
"0","reg_plot <- ggplot(full_pred_table, aes(Reg_diff / 10^6)) + "
"0","  geom_histogram(bins = 50, colour = 1, fill = ""red"", alpha = 0.6) +"
"0","  scale_x_continuous(""Regularization Prediction"", limits = c(-15, 15), breaks = c(-15, -10, -5, 0, 5, 10, 15)) + "
"0","  scale_y_continuous(limits = c(0, 200)) +"
"0","  theme(axis.title.y = element_blank())"
"0","boost_plot <- ggplot(full_pred_table, aes(Boost_diff / 10^6)) + "
"0","  geom_histogram(bins = 50, colour = 1, fill = ""red"", alpha = 0.6) +"
"0","  scale_x_continuous(""Boosting Prediction"", limits = c(-15, 15), breaks = c(-15, -10, -5, 0, 5, 10, 15)) + "
"0","  scale_y_continuous(limits = c(0, 200)) +"
"0","  theme(axis.title.y = element_blank())"
"0","rf_plot <- ggplot(full_pred_table, aes(Rf_diff / 10^6)) + "
"0","  geom_histogram(bins = 50, colour = 1, fill = ""red"", alpha = 0.6) +"
"0","  scale_x_continuous(""Random Forest Prediciton"", limits = c(-15, 15), breaks = c(-15, -10, -5, 0, 5, 10, 15)) + "
"0","  scale_y_continuous(limits = c(0, 200)) +"
"0","  theme(axis.title.y = element_blank())"
"0",""
"0","grid.arrange(c_plot, reg_plot, boost_plot, rf_plot, ncol=2, top = textGrob(""Salary Difference (in Millions) between Models"", gp=gpar(fontsize = 16, font=4)))"
