"0",""
"0","full_pred_table_p2 <- reg_pred_table_p_c %>%"
"0","  inner_join(boost_pred_table_p_c, by = ""Player"", suffix = c("""", ""_boost"")) %>%"
"0","  select(Player, MLS_C, Salary_C, Salary_Y, Salary_Pred, Salary_Pred_boost) %>%"
"0","  inner_join(rf_pred_table_p_c, by = ""Player"", suffix = c("""", ""_rf"")) %>%"
"0","  select(Player, MLS_C, Salary_C, Salary_Y, Salary_Pred, Salary_Pred_boost, Salary_Pred_rf) %>%"
"0","  rename(Salary_Pred_reg = Salary_Pred,"
"0","         MLS = MLS_C) %>%"
"0","  mutate(C_diff = Salary_C - Salary_Y,"
"0","         Reg_diff = Salary_Pred_reg - Salary_Y,"
"0","         Boost_diff = Salary_Pred_boost - Salary_Y,"
"0","         Rf_diff = Salary_Pred_rf - Salary_Y,"
"0","         C_pe = (Salary_Y - Salary_C) / Salary_Y,"
"0","         Reg_pe = (Salary_Y - Salary_Pred_reg) / Salary_Y,"
"0","         Boost_pe = (Salary_Y -Salary_Pred_boost) / Salary_Y,"
"0","         Rf_pe = (Salary_Y -Salary_Pred_rf) / Salary_Y)"
"0",""
"0","results_p2 <- data.frame(""Names"" = c(""Current"", ""Regularization"", ""Boosting"", ""Random Forest""),"
"0","                      ""Mean Average Error"" = c(mae(full_pred_table_p2, Salary_Y, Salary_C)$.estimate, "
"0","                                               mae(full_pred_table_p2, Salary_Y, Salary_Pred_reg)$.estimate,"
"0","                                               mae(full_pred_table_p2, Salary_Y, Salary_Pred_boost)$.estimate, "
"0","                                               mae(full_pred_table_p2, Salary_Y, Salary_Pred_rf)$.estimate),"
"0","                      ""Mean Average Percent Error"" = c(mape(full_pred_table_p2, Salary_Y, Salary_C)$.estimate, "
"0","                                                       mape(full_pred_table_p2, Salary_Y, Salary_Pred_reg)$.estimate,"
"0","                                                       mape(full_pred_table_p2, Salary_Y, Salary_Pred_boost)$.estimate, "
"0","                                                       mape(full_pred_table_p2, Salary_Y, Salary_Pred_rf)$.estimate))"
"0",""
"0","results_p2 <- results_p2 %>%"
"0","  mutate(Mean.Average.Error = dollar(Mean.Average.Error),"
"0","         Mean.Average.Percent.Error = percent(Mean.Average.Percent.Error/100))"
"0",""
"0","kable(results_p2, align = c('lcc'), col.names = c(""Model"", ""Mean Average Error"", ""Mean Average Percent Error""), row.names = FALSE, booktabs = T) %>%"
"0","  kable_styling(latex_options = c(""striped"", ""HOLD_position""), full_width = F)"
